Suburb,Year,pop_est,incidents_recorded,Number of Records,incidents_per_1000_people
WAURN PONDS,2013,4415,106,20,24.00906002
WAURN PONDS,2014,4625,171,22,36.97297297
WAURN PONDS,2015,4835,168,26,34.74663909
WAURN PONDS,2016,5046,207,31,41.02259215
WAURN PONDS,2017,5257,185,29,35.19117367
WAURN PONDS,2018,5468,217,33,39.68544257
WAURN PONDS,2019,5679,233,42,41.02835006
WAURN PONDS,2020,5890,191,38,32.4278438
WEDDERBURN,2011,980,74,22,75.51020408
WEDDERBURN,2012,972,89,26,91.56378601
WEDDERBURN,2013,964,59,22,61.2033195
WEDDERBURN,2014,956,37,22,38.70292887
WEDDERBURN,2015,948,70,23,73.83966245
WEDDERBURN,2016,941,62,23,65.88735388
WEDDERBURN,2017,934,51,20,54.60385439
WEDDERBURN,2018,927,66,22,71.197411
WEDDERBURN,2019,920,82,24,89.13043478
WEDDERBURN,2020,913,74,25,81.05147864
WELLSFORD,2011,137,3,2,21.89781022
WELLSFORD,2012,134,3,3,22.3880597
WELLSFORD,2013,132,6,4,45.45454545
WELLSFORD,2014,130,15,9,115.3846154
WELLSFORD,2015,128,8,8,62.5
WELLSFORD,2016,126,9,8,71.42857143
WELLSFORD,2017,124,7,5,56.4516129
WELLSFORD,2018,122,2,2,16.39344262
WELLSFORD,2019,120,11,10,91.66666667
WELLSFORD,2020,118,15,8,127.1186441
WELSHMANS REEF,2011,433,3,3,6.928406467
WELSHMANS REEF,2012,393,3,3,7.633587786
WELSHMANS REEF,2013,353,2,2,5.66572238
WELSHMANS REEF,2014,313,3,3,9.584664537
WELSHMANS REEF,2015,273,5,5,18.31501832
WELSHMANS REEF,2016,233,4,3,17.16738197
WELSHMANS REEF,2017,193,1,1,5.18134715
WELSHMANS REEF,2018,153,2,2,13.07189542
WELSHMANS REEF,2019,113,2,2,17.69911504
WELSHMANS REEF,2020,73,3,3,41.09589041
WELSHPOOL,2011,439,6,6,13.66742597
WELSHPOOL,2012,417,9,7,21.58273381
